measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1992,0.5856844528003335,1.216761945035743,0.24105790138821867
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1994,67.03085830675201,76.69708165852212,57.855693025748664
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1992,25.653485548014803,30.50169439940785,21.818736995559703
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,177.6482013511147,239.16070355302438,145.637995547643
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1990,43.99897403874126,53.874834969306846,34.50700042401237
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1990,15.858604352400745,16.159686515057157,15.598078768748374
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1990,263.2256624891666,275.78669214882393,237.18896037998317
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1994,146.05627088396662,161.96949365025978,128.61338255389063
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1990,0.40025911618096743,0.7778818212957448,0.1763452397512446
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1994,0.70075243419858,1.4536482466569765,0.2707268593736173
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1992,0.061362645210813006,0.06690000016506113,0.05630666339180102
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1990,31.133487771895073,32.29699722561497,28.850685762839664
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1994,229.57362252452717,253.88123216233305,202.42877396004815
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1992,0.0625852202610686,0.06639951765448453,0.05705297794047882
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1992,562.3461320412247,566.310057926658,559.9502145787544
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1992,15.684396718466123,16.33011943087853,14.552567512654715
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1992,8.704252702263844,9.15037521319774,7.846905945713093
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1994,47.64149229095228,49.02062680554526,45.09404381379294
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1994,0.5411477282998023,0.5624237309222035,0.5102377068660544
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1994,14.349431115014507,14.38463342817967,14.309431937450894
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1990,225.5427322993087,254.12094293094668,196.5718598407822
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,1990,2.5673281180322656,5.303943571662497,1.0677798536518495
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1994,250.863526005231,262.6536249211676,225.21311304545088
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1994,0.05695980366590304,0.0613693402414581,0.05250379491755755
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,155.76935064896506,185.86696149390755,137.11892353003697
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1995,33.766953398788296,39.04613005468754,29.14198189271791
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1995,34.95174564575767,36.18629197748699,33.691345905536345
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1990,68.93683824687294,80.41650593586255,57.42085267646216
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1994,0.06653524192337562,0.0710714627718132,0.06119043395786822
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1994,566.0407488468647,569.6846693110579,563.8099254894285
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1994,17.07974036159742,17.768935612916643,15.794481833259171
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1994,8.976395383984313,9.423030992087618,8.067704594135865
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1992,45.40735160827498,46.78083859777646,43.01535340544437
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1992,0.6199115772928229,0.6422182350961465,0.5858576052874028
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1992,12.378001662245723,12.409197386527303,12.344637957578467
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,1990,0.0,0.0,0.0
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1990,138.79533696444742,156.28489309252913,121.0136516847114
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1994,33.900717751355046,35.15979332978899,31.22087685074282
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1995,226.73632288728132,249.82014076551005,202.3274372543132
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1990,0.06673951952672623,0.07273330405550926,0.06114834981426904
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1992,251.82048192681972,263.9154352823796,225.81031132997896
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1994,168.53704817031428,173.30425274516787,159.0424418352614
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,46.42138586885195,47.80930288528257,43.85818170037595
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1995,0.48901631341506113,0.5076264714708529,0.46026767328161566
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1995,13.66553613218268,13.695110025461341,13.637589813317732
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,1992,0.0,0.0,0.0
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1990,169.26483528111348,174.07752657110447,160.49273314060974
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,167.7520727786475,222.41543923180242,139.04346266030046
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1991,41.90604171515757,49.60697733950332,33.65303553209788
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1991,15.53015183056333,15.832396455739149,15.243849027127784
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1992,32.1061187377203,33.306603825647215,29.588077583557702
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1995,248.48692280676917,260.5742249874602,223.19176844952187
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,1994,0.0,0.0,0.0
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1992,168.2364909167591,173.21536920586217,159.10564655964896
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1995,0.5874791980843289,0.7198400304016672,0.4795857714654576
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1995,601.1914860929725,660.885238286215,546.7413366314303
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1995,27.33575007217156,32.41048109278249,23.591713331552068
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1995,34.10665186556965,35.42149603177812,31.38354473862237
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1995,27.235982133201375,32.145921963643346,23.69217848115163
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1995,167.89550174201602,172.64581319588362,158.3939157574975
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,45.350629130277014,46.74651366230811,42.84189520332274
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1991,0.6640079417644856,0.6881992191904382,0.6278222022748086
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1991,11.14347228331706,11.169256483476854,11.118770940277829
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1999,160.32161963135704,164.92767012723036,150.50513451084137
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1990,0.06000025796462912,0.06355906708524053,0.05507856451519158
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,574.2130817106495,577.7222805724497,572.0102036521228
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1990,15.23492124818917,15.899399464353126,14.11440238812916
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1990,8.490271565423877,8.901428357912296,7.7247771873411395
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1991,229.18353969844438,252.36583433373818,200.17738484446568
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1997,38.94548086047097,40.40580230981435,36.280522847395375
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1997,0.40835277017850824,0.4236532652503774,0.3813231103394434
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1997,6.731818022770893,6.737120129155573,6.726116658858553
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1995,0.7146357148391308,1.4703063926113342,0.28230694551989133
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,1991,1.7017347148515953,3.752165341504417,0.6966291724664609
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1991,0.4992572855049663,1.0250376073366083,0.21046024391616242
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1991,256.8876417209219,269.36266478641545,230.65043640525025
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1991,69.2351525823187,79.92758129443446,58.51126925746935
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2004,117.96366200044407,129.49546462871263,108.37651228892484
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2004,23.05300689803165,26.48719021903897,19.946144390904333
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2004,26.04048096637989,26.36400725651885,25.69439597785456
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2004,31.354511932216855,32.563628522465685,29.157746722703088
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2004,0.2323543208593037,0.24233564467652974,0.21645450459073698
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2004,4.193619644578262,4.195256531474654,4.191850828732035
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1991,0.06450984098609867,0.07011420310382636,0.05912117697847688
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1991,0.06076719558314746,0.06422339846950403,0.05549046347681592
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1991,568.1636584656999,571.8417360388758,565.8293423523921
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,1995,0.0,0.0,0.0
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2004,200.53064864561156,222.70777213357846,178.42934413281606
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2004,197.87055001967298,208.4533514067729,175.77488718340388
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1991,15.47389453825969,16.11337954705746,14.359145743800953
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1991,8.543271128439876,8.95205076167978,7.732981592279179
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,1995,0.5871810292910192,1.2182265714194722,0.2609151636210352
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1991,141.5987627285996,158.54376535710657,124.81318523125474
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2004,38.42303681034457,40.18444880506861,34.82502893973484
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1991,0.7142844598292277,0.937534607972551,0.535477883826008
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2004,150.04466385634507,154.88258679737547,140.00011449979695
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1991,597.9121295802317,653.0797761923722,536.2588728108238
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1991,25.23726394021222,30.147856507610168,20.71136606011691
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1995,65.37709115677565,74.64745645895371,56.255258873795576
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,1991,0.0,0.0,0.0
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1995,146.83390758942556,163.8154652048791,130.9258547943142
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1997,236.82193243490497,248.4685079481744,212.08650080863518
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1991,25.088578388723775,30.87329670465711,21.21543426868534
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2005,148.0789398227713,152.90583822587857,137.97687809725755
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1997,0.04788202397826716,0.05145035348644003,0.04388637507682257
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1998,37.300076785330155,38.739539164265935,34.62047351970631
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1998,0.3920776322758995,0.4071292721817339,0.3651466165435402
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1998,5.446130761988945,5.449090167434996,5.442662381266596
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1992,0.6667320753103956,0.8515226056291081,0.510981006905573
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,143.03885431709412,161.05719499375527,129.712662653488
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2000,28.164150922988796,32.490690507801,24.185223870435145
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2000,44.79014943058754,46.25297659815474,43.32712900907171
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1995,0.054180215233342044,0.0581405624087552,0.049901861645645855
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1995,0.06966188916688842,0.0744259779455639,0.06412764983747903
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1995,563.7527933105595,567.5470362147188,561.486914456691
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1995,17.62680920260921,18.337765042681117,16.250395304116434
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1995,9.084958517521713,9.520720282326124,8.159461191956892
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1997,0.0727459471077134,0.07712775643745176,0.06659930990874541
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1997,547.454222114724,551.5140774916532,545.1353400975296
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1998,156.33718666157768,183.14657029786446,138.26512490530695
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1998,28.830024000121124,35.56228000545024,23.325598030915586
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1998,53.87557432982283,54.99135433415673,52.73621656866654
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1991,31.737737812439125,32.90109890342452,29.290978010808224
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1991,169.1912829493597,173.97227936263627,160.07616159301824
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1998,0.6873136100127732,1.3157870297100562,0.290826427302952
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1997,18.021012571720842,18.75787489462637,16.57701716884034
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1997,9.36102586222141,9.847809053849225,8.417802568318587
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,33.013012745994246,34.182718259896696,30.76994821461613
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2000,0.3217471662896812,0.33420003127569503,0.2995112135640409
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2000,4.936626395266975,4.9390373860499555,4.934083405762705
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1997,155.25109586272916,182.22822294189393,137.0552762477722
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1997,29.09799026422843,35.292002608789474,23.911236390945966
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1997,49.924019056491105,51.09619650236853,48.6927818720828
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1997,34.91221029416315,36.339237445675856,32.100848067465826
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1999,152.90684396884092,175.4535768695067,137.55404319003782
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1999,29.48768987612063,35.214602813700715,25.05289759826575
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1999,51.31902859515956,52.84335751726712,49.69566994530237
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2001,32.242469300071605,33.433070624675544,30.029625152221914
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2001,0.29933808823272445,0.3116164481050717,0.2788317914605796
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2001,4.697755684579424,4.700115274273216,4.695652869197025
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,1997,0.0,0.0,0.0
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2001,131.05880862705385,147.89576590189256,118.1422810984113
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2001,25.577608482098995,29.957552636054906,21.75518867755437
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2001,38.37167634701065,39.566434783286546,37.19507633669239
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2003,32.3635651711973,33.57728966709129,30.081117586211416
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2003,0.25578432997361017,0.2664650492666484,0.23862173130153483
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2003,4.42111244707532,4.423009570699345,4.4192146646496155
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1999,34.37053588855086,35.57000614848716,32.06890990946674
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,1999,0.39034333391118586,0.4054318997448276,0.36343950427694444
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,1999,5.378089821553352,5.381056477883811,5.3749958753638944
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,1998,0.7798871906768929,1.6206873460667999,0.3159629785368637
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2000,0.5576191740388494,0.6917649122310255,0.44290072911481027
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2000,0.6476538789471834,1.2554464550664082,0.28720520952366707
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,2000,0.4683250839535142,0.9404263360768611,0.2139533579265756
